order_item_id,order_id,product_id,quantity,unit_price
828,286,81,1,208.67
4693,1568,19,4,243.26
375,129,13,3,115.81
4997,1673,8,3,16.9
4268,1424,86,3,127.67
8277,2742,66,4,436.33
3986,1333,60,3,393.66
8428,2793,106,5,90.64
8593,2846,3,4,443.74
7075,2359,5,3,274.77
6087,2034,99,4,89.54
4560,1524,22,3,328.35
6534,2181,26,2,491.3
5552,1854,71,1,373.34
2711,916,111,2,222.7
7270,2422,91,1,42.07
5869,1954,15,4,154.59
5780,1930,94,2,316.48
7841,2604,47,4,88.31
9009,2980,13,3,322.22
6076,2031,77,2,8.97
3613,1218,111,3,179.89
3576,1209,42,5,74.23
2954,991,120,2,326.32
1659,565,88,6,11.15
5227,1745,118,6,439.77
2823,951,96,4,214.39
6604,2206,61,2,74.78
3996,1335,63,1,411.66
7887,2620,55,4,145.46
5065,1695,5,6,82.38
5395,1799,117,4,130.56
3657,1231,96,4,40.84
8576,2841,13,3,340.58
8645,2863,53,5,272.28
6699,2235,62,3,59.39
144,48,106,1,69.6
2672,899,102,4,324.19
4132,1378,10,6,377.51
2986,1003,58,2,296.05
1209,408,96,6,153.36
5059,1694,79,2,288.24
2422,822,68,5,387.99
2855,962,39,4,284.45
6438,2145,17,4,164.27
1958,670,108,2,487.04
8868,2935,120,6,376.36
7516,2504,103,3,228.88
7819,2597,58,4,32.97
8960,2966,79,3,392.01
8921,2953,53,2,151.72
652,229,16,2,368.0
8961,2966,66,1,283.23
961,328,113,3,216.6
7222,2408,36,4,488.84
8675,2872,58,4,106.63
7428,2474,44,5,171.8
3505,1187,65,4,437.76
7187,2398,78,1,234.16
1716,584,111,2,428.87
954,325,94,2,409.8
7349,2448,103,4,38.2
4821,1610,70,6,466.39
5604,1875,4,2,443.89
7917,2629,54,1,160.49
7605,2530,110,1,14.49
7924,2631,10,1,118.39
214,72,102,2,117.0
180,59,97,2,300.13
6365,2122,51,3,292.86
5920,1971,64,4,203.87
4885,1633,28,1,13.76
5090,1703,35,3,444.11
5900,1965,86,6,135.65
7848,2606,30,6,257.53
5933,1974,21,4,103.27
2178,743,84,2,355.42
4728,1581,60,6,23.3
4587,1531,65,5,78.37
6257,2089,97,1,94.08
8547,2834,5,5,88.24
2817,950,60,1,400.97
5100,1707,77,1,318.76
5402,1802,66,2,166.99
8232,2728,28,3,352.59
4158,1388,106,4,262.79
8560,2838,73,2,429.19
893,305,89,4,327.12
1034,352,109,2,380.57
496,172,59,4,380.22
3546,1201,30,3,458.18
1546,528,72,5,228.23
2629,885,37,6,206.17
1117,378,4,1,199.87
7140,2381,10,2,417.97
7978,2650,27,5,196.64
3026,1017,78,5,62.54
978,333,22,5,353.33
3053,1031,67,6,486.28
5165,1727,103,6,374.36
520,179,110,3,419.57
763,263,85,3,150.01
3176,1073,76,5,205.65
7080,2360,14,4,29.15
2023,693,44,1,330.21
81,27,57,4,144.99
7293,2430,61,5,286.83
5834,1945,25,3,470.82
2511,846,55,1,310.76
6773,2262,14,5,191.86
6634,2216,51,1,347.41
1847,630,5,5,254.71
644,226,17,6,499.03
3157,1062,10,5,86.89
1013,345,31,1,393.53
535,185,96,1,420.69
949,323,47,5,362.62
7039,2346,118,4,482.5
161,54,25,6,30.09
1835,626,120,1,335.46
69,22,26,4,456.34
6945,2317,77,1,115.33
477,163,55,5,437.19
8513,2821,72,3,270.41
5666,1894,94,6,34.74
6424,2141,97,4,67.31
6887,2296,111,1,202.39
7779,2585,96,4,58.5
8345,2764,110,1,454.18
6606,2208,44,4,304.61
3872,1298,111,4,156.2
1757,600,104,2,426.49
137,45,73,3,368.33
1303,445,40,6,209.78
3173,1072,75,1,54.43
4366,1457,76,6,365.85
3260,1101,115,1,133.86
8306,2754,61,6,397.61
5886,1962,72,4,11.52
499,172,26,4,340.77
1060,361,74,6,459.6
5476,1827,100,2,120.86
5249,1751,30,6,341.64
557,195,18,5,247.59
2110,720,108,6,472.97
7757,2577,117,6,45.45
4328,1444,76,2,410.51
5397,1800,52,2,26.86
8631,2860,21,1,245.86
7972,2646,28,4,406.84
6739,2249,9,3,397.33
4401,1468,97,5,35.1
6449,2149,116,4,154.01
3288,1112,82,1,15.21
26,8,92,2,216.55
8545,2833,81,1,484.46
3363,1137,69,4,151.1
73,25,28,5,9.02
5424,1811,47,6,356.76
7974,2648,67,4,127.74
6425,2141,36,5,295.26
2403,817,15,2,128.69
9026,2986,20,5,190.1
8643,2863,27,3,423.65
2189,748,61,5,89.33
62,20,118,2,199.3
1353,463,53,3,200.88
1882,643,102,2,362.78
11,5,59,5,235.34
5300,1766,68,2,491.72
6981,2326,79,5,30.25
4624,1544,94,2,387.6
2210,755,104,3,443.76
8866,2934,77,4,470.21
345,119,51,3,87.0
7670,2552,17,1,216.51
3060,1032,31,6,249.14
6502,2170,85,2,63.49
1738,591,15,1,278.43
5649,1889,77,3,359.27
3006,1011,32,1,252.88
8218,2724,79,5,70.28
8763,2900,10,2,91.49
4460,1489,65,6,294.67
6071,2030,85,6,62.97
5985,1994,40,5,307.43
6033,2012,106,3,467.72
4482,1497,93,2,90.03
849,294,61,6,37.47
3490,1181,62,4,393.67
2246,767,78,1,221.33
3052,1030,31,3,452.64
8587,2845,107,2,136.73
7879,2617,77,6,140.19
8916,2950,6,3,289.69
3318,1120,111,5,432.26
6775,2263,22,5,437.49
5169,1728,50,5,329.32
8216,2723,84,5,280.61
7114,2373,84,2,189.53
2548,858,52,3,466.34
6043,2016,104,5,113.34
4448,1485,65,3,239.35
2048,699,4,4,45.41
4539,1516,112,5,119.34
3044,1025,61,3,174.24
3734,1251,102,4,253.05
2531,853,9,5,82.21
2667,897,26,1,205.82
6378,2126,96,5,336.13
4320,1441,113,2,30.03
8055,2670,66,6,216.28
503,175,88,2,470.65
4563,1525,41,5,281.57
7629,2537,6,4,226.52
3233,1093,82,2,163.85
1302,445,3,6,144.66
8694,2880,55,6,217.68
8764,2900,58,6,493.03
4024,1343,117,2,175.1
5585,1868,112,1,447.17
6494,2168,94,1,243.72
7123,2376,113,6,469.87
1804,615,74,2,92.67
8858,2932,55,3,366.17
7461,2485,63,3,390.39
3421,1154,40,3,395.82
7128,2377,4,6,73.36
601,211,15,3,322.79
4033,1345,60,5,414.64
4371,1458,67,5,483.19
1294,443,16,6,364.18
3555,1204,99,1,157.97
2727,921,51,4,419.25
8665,2868,93,2,16.03
3516,1191,17,3,299.76
4658,1556,12,1,160.02
5399,1800,101,2,185.59
382,132,90,4,70.45
8924,2953,38,1,303.15
3380,1142,99,1,433.36
1265,431,26,1,215.28
6249,2086,7,6,94.32
6213,2075,81,4,410.59
3496,1183,11,4,379.12
7868,2613,26,2,405.25
3325,1122,47,3,388.94
3913,1311,96,5,294.46
3709,1245,26,1,178.94
3946,1320,56,3,330.81
7682,2555,10,3,467.54
1702,577,72,2,316.49
1829,625,62,4,432.13
2722,919,33,6,84.07
415,144,14,4,6.19
3253,1099,60,4,206.42
6180,2063,20,4,458.66
8458,2804,98,3,318.03
2261,772,36,4,444.28
4476,1494,3,5,354.22
2186,746,27,5,228.4
3882,1301,60,2,131.93
7178,2394,117,4,368.89
5455,1821,46,4,187.14
589,206,113,3,362.16
6682,2230,103,3,424.15
5899,1965,57,6,494.61
3372,1139,118,6,231.64
7176,2394,40,5,182.94
6900,2300,7,2,313.93
4696,1569,90,2,479.82
8795,2910,99,3,346.43
6193,2068,79,3,26.55
4842,1617,10,4,399.52
4398,1467,59,1,487.91
6649,2221,82,2,403.44
8206,2720,5,4,152.28
9048,2993,28,1,445.32
6191,2068,62,4,133.07
5949,1980,48,6,318.46
1593,544,58,4,466.31
1192,403,13,4,465.49
3166,1067,42,6,203.57
4453,1486,38,1,473.11
6423,2140,32,1,207.65
2004,685,17,2,14.41
720,249,98,3,309.38
1634,557,5,6,197.62
8592,2846,48,2,297.44
641,224,21,3,328.21
2197,751,98,2,117.86
761,262,62,2,420.31
3533,1197,64,2,446.31
6627,2214,46,2,72.11
75,25,15,4,305.87
2012,687,91,3,482.73
7783,2586,31,6,22.88
1744,593,115,5,253.41
2608,879,8,1,382.1
8536,2831,30,2,386.0
8497,2816,62,3,351.4
6011,2004,57,5,375.03
8544,2833,111,3,165.7
6802,2271,120,2,467.51
4375,1460,24,6,444.51
3868,1295,110,1,175.03
6806,2272,99,6,485.12
7111,2372,114,1,50.27
1490,507,67,6,208.35
2962,994,4,5,106.38
657,230,98,5,296.53
3078,1039,112,5,259.26
4558,1523,86,2,82.6
4583,1530,27,1,385.17
6247,2086,74,1,482.86
2878,970,16,3,187.82
7241,2413,85,2,280.96
1238,421,85,4,228.73
2301,786,40,5,129.77
5360,1785,90,2,413.66
7663,2548,46,6,400.98
4892,1637,22,5,201.1
5205,1738,48,4,155.02
6053,2021,62,6,383.93
4149,1383,46,2,364.45
8326,2759,61,2,109.85
777,267,70,2,362.92
4129,1378,66,2,442.03
3439,1165,85,2,458.22
7052,2350,49,1,45.95
2955,992,10,2,84.28
1417,481,86,3,194.31
5614,1878,110,3,194.93
4451,1486,40,1,335.75
7158,2387,44,1,246.45
2996,1006,75,1,221.79
6913,2307,112,4,498.31
1119,379,107,6,267.35
2230,763,42,3,320.45
6142,2052,45,4,257.63
6516,2175,51,5,387.26
3494,1182,76,6,66.83
1208,408,75,2,312.24
1758,600,36,4,165.89
6705,2236,21,5,496.52
2072,709,56,6,78.23
371,128,36,5,379.97
2047,699,12,4,456.49
2214,756,52,1,232.37
7137,2380,74,6,9.57
4714,1574,72,3,345.26
3041,1025,115,1,413.13
8911,2948,71,1,119.18
2363,805,100,4,170.74
8191,2715,28,1,418.15
7066,2354,27,6,204.23
4901,1639,74,6,64.33
6736,2248,58,5,485.02
666,233,62,5,237.91
3528,1196,70,4,163.64
1259,429,112,6,291.97
16,6,68,3,381.76
8474,2809,72,2,453.67
2510,846,58,1,240.0
5026,1681,18,4,386.97
2715,917,4,3,169.24
7702,2560,33,3,14.53
6598,2203,73,4,35.83
3082,1041,79,1,47.52
4160,1388,98,1,163.66
3854,1291,86,2,445.85
6949,2317,4,6,442.22
576,202,29,4,179.73
5009,1676,105,1,439.59
7770,2581,102,5,404.59
7107,2371,18,6,216.62
1075,366,72,2,26.99
7759,2577,24,5,84.93
8169,2707,1,4,277.85
2682,903,90,5,127.75
4315,1440,19,5,30.41
7291,2429,37,5,329.95
6614,2210,43,1,419.77
7381,2458,21,5,218.33
7907,2626,76,2,388.8
2926,984,59,3,110.12
8317,2756,110,6,434.32
6611,2209,113,1,323.61
2225,759,98,1,473.44
7513,2503,99,3,306.98
561,196,74,2,255.94
6827,2277,22,1,114.24
7051,2350,1,6,152.48
4961,1661,6,1,399.28
1118,378,86,4,324.18
7297,2431,16,5,256.15
2044,698,117,2,165.79
4840,1616,56,5,63.25
1076,366,92,1,172.8
1729,589,72,3,370.85
5658,1891,110,6,365.22
2627,885,81,1,381.14
6618,2212,45,6,6.01
9073,3000,59,4,171.97
4580,1529,22,1,355.02
4619,1542,99,4,123.31
983,336,38,4,464.95
676,236,19,5,464.75
3763,1260,66,2,485.43
7411,2468,29,6,399.6
7631,2539,103,4,147.13
7626,2536,93,4,123.18
8514,2822,39,1,264.13
1086,370,108,2,414.99
1182,399,64,6,149.79
7621,2535,19,5,371.53
3306,1117,99,5,215.92
2161,739,56,3,456.03
6867,2289,92,3,412.57
7217,2407,35,3,428.49
853,295,2,2,67.11
3185,1076,120,4,55.1
3470,1174,59,5,252.96
2371,807,15,1,224.31
1152,389,44,1,336.91
363,125,36,4,448.47
2833,955,11,5,254.7
3970,1327,89,6,254.96
6459,2155,30,2,94.57
6836,2279,80,6,448.34
8489,2813,58,5,181.16
4319,1440,100,2,473.65
4388,1464,93,5,445.95
4035,1346,60,1,9.24
4362,1456,113,2,377.58
4309,1436,74,3,285.93
5866,1953,23,1,467.69
3448,1168,117,1,130.74
8778,2906,99,6,433.8
1336,458,59,5,339.47
3564,1206,62,3,243.67
3084,1041,75,5,241.63
5096,1704,118,1,190.38
7186,2398,12,1,257.95
3512,1190,16,6,339.47
6729,2245,75,2,106.56
7215,2406,113,2,215.1
8304,2753,84,5,16.2
2259,771,104,4,36.6
8523,2825,66,3,393.43
8559,2837,100,2,431.86
7861,2609,2,2,96.32
5731,1916,91,1,64.47
691,240,84,1,362.41
590,207,3,4,172.07
2909,979,72,2,279.6
4424,1475,108,2,432.91
5586,1869,75,4,305.07
4632,1546,8,3,56.95
216,73,35,6,376.4
6983,2326,69,1,58.28
2205,754,11,5,24.79
2307,787,47,3,65.71
7248,2415,90,1,175.5
6553,2188,8,3,122.79
7985,2652,107,4,465.47
5506,1838,107,6,278.73
5660,1891,84,4,54.36
1138,385,51,3,31.71
6619,2212,53,4,279.14
5765,1925,57,3,6.19
5147,1721,25,1,405.46
8292,2748,5,3,311.52
4242,1417,94,1,229.43
3544,1200,98,5,481.19
4230,1413,50,2,272.44
4818,1609,48,5,208.37
594,207,89,1,397.35
5154,1724,85,6,271.48
333,115,43,5,378.73
3810,1277,35,3,476.21
5619,1879,106,1,153.98
3408,1151,3,3,109.2
4919,1645,43,1,382.9
6826,2276,97,2,120.19
8380,2779,56,2,118.98
392,135,23,2,56.21
4561,1524,115,3,131.14
7788,2587,101,6,346.46
6813,2274,116,2,409.03
1241,422,35,5,492.14
5052,1692,18,1,386.57
6664,2224,105,5,282.19
7015,2339,33,3,86.5
3990,1333,33,3,205.63
7746,2574,102,1,315.18
5729,1916,76,6,266.12
6323,2111,114,4,446.51
4229,1413,120,2,122.97
7302,2434,45,2,372.93
2191,749,118,2,271.21
681,237,75,5,392.3
3830,1285,114,6,230.47
4540,1517,53,6,352.04
7148,2384,90,5,494.94
2606,878,35,1,482.65
2317,790,73,2,390.83
7884,2618,106,4,3.92
7468,2487,19,5,153.27
2552,859,36,6,482.91
6407,2134,48,1,444.66
3428,1156,117,4,236.91
4032,1345,2,2,87.18
8417,2789,99,5,82.51
7880,2618,40,6,409.78
495,172,1,6,460.57
2356,802,41,3,127.03
5701,1907,54,1,325.98
3397,1149,74,3,424.88
5684,1903,16,1,310.92
7903,2626,88,2,63.71
4086,1363,81,2,430.0
6295,2102,3,3,190.8
2037,696,92,1,395.13
2547,858,120,3,40.42
665,233,47,6,445.22
5515,1843,104,4,69.85
7850,2607,4,1,226.73
6866,2289,113,3,114.14
8602,2849,109,4,308.25
8014,2659,41,4,338.99
8082,2679,10,6,18.19
2568,865,50,3,228.09
2226,760,100,3,54.39
4105,1369,25,6,179.73
8769,2902,70,5,261.77
1675,569,24,5,298.62
5727,1915,71,3,63.55
7615,2534,45,2,45.27
1126,381,85,2,360.75
925,316,64,5,132.65
6181,2064,55,5,29.34
8467,2807,49,5,225.85
5350,1782,20,5,30.11
6942,2316,59,5,443.34
1404,478,46,5,72.94
8132,2694,23,3,142.96
2743,926,117,3,29.37
3652,1229,35,3,308.11
5359,1784,48,1,485.92
2834,955,72,6,7.07
567,199,85,2,185.68
1737,591,119,5,209.57
332,115,69,2,264.78
5782,1930,106,5,357.36
115,38,55,1,36.0
1190,402,4,5,463.34
113,38,19,3,402.74
3263,1102,102,3,127.99
2490,841,76,2,196.24
5792,1933,33,4,51.12
8083,2679,27,6,282.81
6063,2027,14,6,52.25
4384,1462,39,5,405.8
5086,1701,113,1,404.34
1236,421,51,4,389.34
3246,1097,82,2,438.88
4186,1397,56,5,385.83
3177,1073,87,3,449.72
4684,1566,28,5,374.87
5510,1840,59,4,308.42
6862,2287,93,2,138.7
3231,1093,10,6,483.23
3070,1037,12,1,227.12
1362,467,19,4,342.65
8507,2819,69,1,450.53
1116,378,48,6,212.04
989,337,68,5,236.5
293,101,105,3,20.94
1640,559,116,4,108.22
3800,1272,23,1,416.01
2392,813,82,1,378.07
3888,1303,5,1,172.59
7749,2575,78,1,28.48
9014,2982,93,5,314.81
8893,2943,47,4,438.09
6621,2212,23,5,473.88
3368,1138,87,1,95.46
6451,2149,104,5,119.27
3664,1232,56,5,127.8
4417,1474,48,5,247.96
3449,1168,77,3,493.75
5755,1922,36,5,116.03
1604,548,33,6,476.99
440,151,110,5,325.19
7453,2483,29,3,341.79
8770,2902,104,5,41.16
2021,692,25,6,466.41
9046,2993,8,6,74.84
1455,496,71,3,141.12
4581,1530,111,3,115.39
243,83,88,2,450.22
7226,2409,4,3,135.21
558,195,55,5,312.85
3171,1071,8,1,212.97
7025,2342,18,2,125.79
5968,1989,90,3,361.54
3074,1038,44,6,203.54
6514,2174,6,3,497.94
5859,1951,29,1,419.45
5758,1923,107,5,482.79
7207,2405,37,4,303.98
3643,1226,107,1,456.69
8880,2938,61,4,375.73
3441,1166,18,2,482.53
2969,997,48,3,58.6
888,304,107,5,57.24
5028,1683,99,3,446.34
184,61,50,3,393.28
4654,1555,22,4,272.82
8920,2952,111,1,167.57
3191,1079,105,3,200.3
7419,2472,109,4,398.96
4519,1510,30,2,51.75
6178,2063,58,2,202.52
6910,2305,113,4,442.85
22,8,8,2,130.06
4610,1538,108,3,152.64
5769,1926,49,1,33.22
1986,680,104,6,396.06
176,58,89,1,471.66
2860,963,85,1,414.63
8597,2848,65,1,96.86
5361,1785,22,4,389.35
2449,828,26,6,376.06
8923,2953,73,5,341.01
4413,1473,23,2,143.01
1762,602,91,6,470.97
2080,711,56,2,224.93
4664,1557,111,6,315.29
6364,2122,33,5,218.29
1379,471,81,6,410.08
4598,1535,81,4,311.14
9013,2981,78,4,253.29
3775,1265,33,5,190.27
8738,2892,110,1,355.19
6036,2013,105,1,491.42
1740,591,58,3,84.47
2707,914,31,5,31.09
8900,2945,51,4,400.34
6843,2281,110,1,299.87
8351,2768,5,5,29.79
421,146,37,1,85.44
4912,1643,105,1,72.31
1301,445,66,3,369.12
6720,2242,79,4,99.15
6881,2294,24,6,207.07
6443,2147,108,3,205.79
5677,1900,54,1,90.09
8994,2974,36,3,220.32
4071,1358,118,1,45.18
6526,2179,41,6,488.18
4972,1665,98,1,395.68
6770,2261,92,4,478.74
5646,1888,101,2,489.8
8910,2948,81,4,321.78
1337,458,118,6,241.05
1676,569,45,2,51.55
4126,1376,80,4,282.13
3766,1261,55,2,30.26
5379,1793,118,5,323.49
8045,2667,11,1,299.85
4962,1662,76,1,237.48
1038,354,36,5,212.17
4503,1505,54,6,357.97
8480,2811,2,1,278.35
8682,2876,16,4,322.79
4312,1437,96,1,424.29
1104,375,30,6,237.35
2810,948,44,4,40.43
8550,2834,33,5,470.22
4284,1429,61,1,465.41
1999,684,109,1,431.4
7869,2614,87,4,31.79
6251,2088,31,3,408.32
7700,2559,97,1,258.05
825,285,68,2,13.43
3418,1154,3,6,76.01
2011,687,11,4,172.21
8471,2809,22,4,217.16
1448,494,62,6,459.55
8902,2946,55,5,31.66
1341,459,74,3,336.32
1110,376,115,6,194.92
1979,677,44,5,292.52
876,301,113,2,93.22
4910,1642,36,6,286.98
5685,1903,89,4,422.49
6445,2147,85,5,135.61
4219,1409,99,4,351.78
3148,1060,6,1,303.0
3087,1043,72,1,362.39
1080,367,98,3,400.72
3337,1126,50,3,475.89
4750,1587,92,6,300.01
8435,2796,78,5,426.95
395,136,29,1,443.64
8438,2797,119,6,323.7
3348,1131,22,1,250.79
8253,2734,42,5,121.61
4318,1440,33,6,247.76
1497,509,54,1,403.19
2638,890,56,4,396.5
2477,838,111,3,259.31
1603,548,38,5,198.17
7555,2516,55,1,288.8
7623,2535,79,2,354.51
5740,1919,27,4,287.79
3845,1289,112,5,321.58
719,248,68,3,225.84
338,118,87,2,7.16
2376,810,65,3,183.21
7250,2416,21,2,224.31
8101,2686,62,1,159.56
6306,2106,40,6,251.56
8099,2685,47,6,454.43
3413,1152,52,5,489.84
90,31,31,6,74.77
1536,522,50,4,459.31
5568,1862,74,3,314.07
1511,515,32,3,408.7
6073,2030,65,2,6.12
422,146,37,1,153.06
3840,1288,88,3,420.82
1460,498,19,3,69.75
8476,2810,22,6,335.12
1548,530,25,3,470.85
628,220,119,4,395.49
3729,1250,92,5,344.96
1290,440,35,3,320.13
6671,2226,68,3,360.98
6761,2258,42,2,479.66
7020,2341,67,3,331.31
6560,2193,100,1,302.38
6883,2294,85,4,4.54
7069,2355,30,1,38.01
6052,2021,28,4,378.62
2939,987,67,6,471.81
7929,2633,63,2,445.57
8980,2971,19,6,305.45
5342,1780,33,5,275.45
2894,975,95,6,494.56
2125,727,81,5,13.58
5391,1797,2,2,405.51
7236,2412,92,4,128.51
6906,2302,7,5,496.43
4904,1639,94,1,289.65
8981,2972,105,2,9.25
3875,1299,114,1,44.02
699,242,13,6,56.11
5711,1910,41,6,246.26
2582,869,110,6,248.69
4198,1402,103,3,85.15
6333,2114,112,3,465.08
3503,1186,106,3,434.3
3579,1210,48,6,323.22
4718,1576,89,4,32.41
2774,935,31,5,243.44
8391,2781,111,3,55.27
4381,1462,91,3,149.0
7231,2410,29,3,288.99
8752,2898,27,1,263.57
4322,1441,70,6,155.56
8915,2949,31,6,33.0
3425,1155,4,1,265.93
3131,1054,41,1,243.51
7365,2455,5,4,462.73
5285,1762,48,1,426.08
8918,2950,89,3,38.02
5488,1832,87,6,19.69
2058,701,75,6,303.76
8741,2893,24,2,294.44
7398,2463,19,3,130.7
3154,1061,109,3,317.17
435,150,110,3,493.96
6823,2276,69,2,422.31
4227,1412,29,2,321.4
5736,1918,8,3,401.39
4356,1454,105,1,263.93
4705,1572,94,2,422.97
8397,2783,35,5,72.31
4260,1421,78,2,72.18
6585,2200,3,2,167.47
2903,977,86,5,184.83
5921,1971,90,4,416.49
7156,2386,66,5,454.45
170,57,61,6,230.46
7343,2446,1,4,192.87
7204,2403,71,5,52.83
964,328,38,5,131.22
4932,1651,31,2,63.69
5608,1876,101,1,203.97
6300,2104,112,1,422.81
4672,1561,17,6,115.66
8066,2674,22,5,22.28
8395,2782,11,3,88.75
4222,1411,55,5,209.13
795,273,13,2,199.89
6468,2159,112,6,216.12
6118,2044,82,4,69.36
1480,503,59,2,23.73
3817,1281,99,3,286.13
3054,1031,89,6,122.31
7858,2609,74,5,225.66
5079,1700,104,1,83.38
6566,2195,77,1,240.82
3663,1232,43,5,449.26
1196,404,45,4,108.96
3965,1326,16,5,318.62
6687,2232,81,3,241.48
8483,2812,92,6,383.22
778,267,6,1,419.29
4407,1471,46,6,286.06
8565,2839,86,4,232.11
1057,360,67,5,237.37
7584,2525,72,4,160.16
5931,1974,88,6,135.32
2944,988,45,5,51.69
6396,2131,100,1,89.7
3127,1053,20,4,247.44
2830,954,69,1,332.69
7742,2573,81,4,435.32
1510,514,17,6,156.72
4743,1586,7,3,172.57
5659,1891,109,6,369.12
3574,1209,120,4,15.74
8817,2919,50,3,51.28
7975,2648,99,6,345.43
5716,1912,11,3,338.02
6969,2322,74,4,5.11
4537,1516,88,6,313.45
2359,804,20,5,390.89
7300,2432,89,3,311.58
7074,2359,30,6,438.0
6344,2117,73,1,315.34
357,122,25,2,410.96
8325,2758,22,4,22.14
8142,2699,112,6,325.39
8542,2833,32,5,319.04
6781,2265,30,5,385.87
3088,1043,94,1,6.05
5883,1960,68,1,351.91
5760,1923,26,4,434.96
8996,2975,59,5,243.21
1268,431,111,3,218.06
1720,586,35,6,61.25
8750,2897,70,2,340.3
3642,1226,117,6,176.79
7768,2581,45,2,393.55
2931,985,65,3,217.79
8182,2712,52,6,463.18
250,88,103,2,372.22
2355,801,27,3,137.15
8179,2711,87,2,161.9
6305,2106,80,4,247.09
7833,2602,23,2,458.45
7496,2498,5,6,383.89
3008,1012,114,1,282.57
3104,1047,26,6,3.73
3378,1141,37,4,357.01
5950,1981,42,1,255.88
3569,1207,100,3,155.12
5962,1985,31,3,319.04
8088,2681,89,6,318.74
8562,2838,117,6,352.22
1617,551,53,2,302.01
7590,2526,81,1,318.01
4382,1462,64,4,427.17
808,279,104,3,423.36
8273,2742,45,1,172.75
1590,543,59,4,38.32
2025,693,106,5,246.13
1051,358,113,1,259.65
8733,2890,111,3,255.72
3105,1048,52,6,16.2
4099,1367,110,4,288.8
2132,730,118,6,198.69
8334,2761,117,2,307.14
7235,2412,8,4,97.56
5278,1760,70,6,51.64
1885,644,9,5,84.6
6636,2217,82,6,487.22
9041,2992,80,1,148.53
2329,793,98,5,142.86
5757,1923,38,1,239.48
310,109,87,2,444.56
2950,990,39,2,102.59
2451,829,48,6,278.66
7991,2654,75,3,410.61
7916,2629,81,6,20.92
464,159,70,1,448.94
6510,2173,95,5,292.19
6187,2067,19,6,291.53
8498,2816,9,1,181.25
4988,1670,3,1,215.34
8359,2771,98,5,470.57
8214,2722,108,5,496.36
3690,1239,59,3,159.4
3928,1315,105,1,350.06
5047,1691,29,3,445.28
272,95,79,2,130.93
126,43,27,4,146.04
5199,1736,11,2,357.47
6417,2137,95,5,294.41
1040,355,80,2,123.97
1370,469,96,4,322.05
7508,2502,2,1,197.04
4784,1597,77,4,372.93
1848,631,94,2,422.74
2739,924,35,2,232.7
2447,827,6,1,52.15
3742,1253,35,3,458.35
6599,2204,33,6,15.45
7195,2401,13,6,427.73
5437,1816,108,3,202.47
1478,502,109,4,213.49
7539,2511,95,4,441.49
7369,2456,96,6,293.02
6711,2238,39,1,168.67
4622,1543,91,6,411.4
8700,2881,68,5,265.77
4273,1425,51,4,5.97
265,92,50,2,351.06
5269,1757,109,2,466.15
5062,1694,37,6,331.01
8692,2878,25,3,117.87
1890,645,70,5,158.92
100,33,13,5,324.58
8420,2790,11,4,138.65
5826,1943,87,3,168.26
8987,2973,1,2,379.95
3559,1205,119,6,364.41
5063,1695,87,3,34.5
1023,349,70,6,37.91
6620,2212,12,1,5.62
877,301,49,5,100.29
6976,2324,79,6,60.09
2232,764,13,5,386.57
3916,1312,99,4,98.15
6347,2118,35,5,489.87
492,170,53,2,260.1
1564,534,87,6,211.47
7484,2494,112,2,270.31
5327,1776,61,1,84.22
4445,1483,19,6,458.53
3101,1047,6,3,277.03
5590,1870,69,6,9.11
8934,2956,31,2,182.43
3757,1259,85,4,315.9
6613,2209,36,2,370.63
3450,1168,117,4,232.52
4670,1561,111,4,100.91
8749,2897,113,4,245.28
5940,1977,13,4,380.95
1231,419,33,1,293.66
1250,426,57,3,178.73
5648,1888,90,3,429.15
5991,1998,27,3,324.44
7420,2473,58,4,251.21
745,257,98,1,24.93
4673,1562,12,6,389.06
7014,2339,13,3,428.49
4722,1578,56,4,246.12
839,291,39,1,90.08
8662,2868,54,3,243.8
4668,1560,103,5,150.03
1371,469,78,1,179.24
3174,1072,5,4,247.36
1827,624,35,5,334.21
2288,783,37,5,291.74
5033,1687,50,4,262.66
8595,2847,74,3,498.38
7751,2575,59,2,260.38
7034,2345,75,5,156.4
1777,606,33,2,400.74
7677,2554,48,2,112.27
804,277,105,2,182.02
8362,2772,71,1,243.42
2373,809,84,4,207.32
2767,931,47,5,429.03
4403,1468,50,2,73.5
7131,2379,42,5,319.65
3910,1310,105,6,332.06
6863,2288,91,3,135.53
4625,1544,81,6,336.69
5958,1983,95,6,494.94
4747,1586,38,4,456.45
6915,2308,18,6,267.84
2990,1004,30,2,111.62
4084,1362,54,1,437.57
3834,1286,61,3,23.35
2228,762,70,6,25.62
3170,1070,31,1,368.18
2328,793,27,4,151.93
4986,1669,98,5,471.32
58,18,84,3,329.66
1742,592,118,6,489.94
359,124,90,4,183.65
7748,2575,1,6,302.85
2796,943,23,2,343.52
5548,1854,19,1,212.72
3227,1092,112,5,17.04
2354,801,110,2,474.8
5717,1912,108,2,319.88
7648,2544,14,2,336.2
4055,1352,22,3,119.9
3751,1256,1,4,149.22
3037,1023,12,6,114.28
754,260,77,5,187.5
909,310,25,5,33.67
7357,2452,51,5,144.47
1131,383,56,5,336.43
2495,842,58,2,38.4
429,148,77,6,86.33
3360,1136,107,2,340.41
6918,2309,58,5,469.69
2533,854,86,6,405.69
7308,2435,77,2,167.13
