employee_id,name,department,salary,city,join_date,years_exp,status
EMP0374,Employee_374,Finance,158606,Hyderabad,2016-11-20,12,Inactive
EMP0375,Employee_375,Sales,158009,Delhi,2021-01-29,2,Active
EMP0376,Employee_376,Engineering,42717,Kolkata,2015-01-27,14,Inactive
EMP0377,Employee_377,Operations,69591,Mumbai,2017-06-14,17,
EMP0378,Employee_378,Marketing,156669,Pune,2020-06-21,1,Active
EMP0379,Employee_379,HR,33106,Mumbai,2020-12-08,9,On Leave
EMP0380,Employee_380,Engineering,142872,Kolkata,2017-01-04,4,Active
EMP0381,Employee_381,HR,80313,Chennai,2020-11-26,9,On Leave
EMP0382,Employee_382,Marketing,50714,Bangalore,2019-07-22,15,Inactive
EMP0383,Employee_383,Operations,51133,Pune,2022-04-15,2,Active
EMP0384,Employee_384,Finance,174887,Hyderabad,2015-08-18,1,Inactive
EMP0385,Employee_385,Engineering,143746,Pune,2018-09-18,19,Active
EMP0386,Employee_386,HR,90231,Delhi,2022-10-06,19,
EMP0387,Employee_387,Marketing,,Mumbai,2022-09-04,9,Active
EMP0388,Employee_388,Sales,112440,Mumbai,2017-04-28,19,Inactive
EMP0389,Employee_389,Operations,50168,Bangalore,2016-10-27,19,Inactive
EMP0390,Employee_390,HR,132015,Pune,2021-01-23,11,
EMP0391,Employee_391,Operations,50559,Chennai,2018-11-17,2,Active
EMP0392,Employee_392,Finance,49927,Bangalore,2021-10-14,20,
EMP0393,Employee_393,Marketing,,Bangalore,2020-01-20,16,Inactive
EMP0394,Employee_394,Marketing,128415,Hyderabad,2017-01-30,19,
EMP0395,Employee_395,Engineering,107431,Kolkata,2017-10-06,3,Active
EMP0396,Employee_396,Marketing,70442,Pune,2019-05-15,11,On Leave
EMP0397,Employee_397,Engineering,110810,Hyderabad,2019-01-14,9,Active
EMP0398,Employee_398,Sales,142978,Hyderabad,2021-03-31,18,
EMP0399,Employee_399,Engineering,,Bangalore,2021-03-20,3,On Leave
EMP0400,Employee_400,Finance,,Hyderabad,2019-05-08,3,Inactive
EMP0401,Employee_401,HR,129806,Delhi,2016-07-22,9,On Leave
EMP0402,Employee_402,Marketing,46585,Delhi,2019-11-16,9,
EMP0403,Employee_403,Marketing,50164,Bangalore,2017-10-27,8,
EMP0404,Employee_404,HR,150025,Mumbai,2016-07-08,10,Active
EMP0405,Employee_405,Finance,129585,Kolkata,2018-09-11,15,On Leave
EMP0406,Employee_406,Finance,65684,Bangalore,2018-08-06,20,Inactive
EMP0407,Employee_407,Finance,134396,Bangalore,2018-04-08,16,Inactive
EMP0408,Employee_408,Marketing,133005,Bangalore,2016-04-11,19,Inactive
EMP0409,Employee_409,HR,77166,Pune,2021-03-03,1,
EMP0410,Employee_410,Operations,106370,Kolkata,2022-10-08,3,
EMP0411,Employee_411,Operations,109385,Delhi,2017-10-31,5,
EMP0412,Employee_412,Finance,155628,Chennai,2019-06-30,18,
EMP0413,Employee_413,HR,,Bangalore,2022-11-13,18,Active
EMP0414,Employee_414,Engineering,123063,Delhi,2022-04-04,20,Active
EMP0415,Employee_415,HR,134757,Kolkata,2018-09-20,14,Active
EMP0416,Employee_416,Engineering,88196,Chennai,2020-10-25,18,Inactive
EMP0417,Employee_417,Finance,151389,Kolkata,2022-08-15,19,Inactive
EMP0418,Employee_418,Marketing,156555,Mumbai,2018-04-25,14,Active
EMP0419,Employee_419,Engineering,67139,Bangalore,2018-07-01,11,
EMP0420,Employee_420,Sales,121304,Hyderabad,2016-02-04,15,
EMP0421,Employee_421,Marketing,41713,Kolkata,2022-12-21,4,Active
EMP0422,Employee_422,Marketing,73084,Pune,2017-09-26,17,Inactive
EMP0423,Employee_423,HR,176761,Hyderabad,2020-03-07,8,
EMP0424,Employee_424,Operations,143281,Hyderabad,2015-04-30,20,Inactive
EMP0425,Employee_425,Finance,131930,Mumbai,2022-11-26,7,Inactive
EMP0426,Employee_426,Marketing,46400,Chennai,2016-02-21,18,Inactive
EMP0427,Employee_427,Marketing,149944,Mumbai,2017-12-10,16,On Leave
EMP0428,Employee_428,HR,132903,Chennai,2016-04-12,12,On Leave
EMP0429,Employee_429,Finance,107973,Chennai,2021-08-14,3,Inactive
EMP0430,Employee_430,Marketing,110053,Mumbai,2017-01-19,12,Inactive
EMP0431,Employee_431,HR,66141,Chennai,2019-04-21,14,Inactive
EMP0432,Employee_432,Finance,75412,Chennai,2016-11-14,16,On Leave
EMP0433,Employee_433,Sales,148227,Chennai,2015-08-08,12,Active
EMP0434,Employee_434,Finance,130648,Chennai,2020-09-01,16,
EMP0435,Employee_435,Operations,146353,Hyderabad,2016-11-16,3,Active
EMP0436,Employee_436,Sales,102051,Delhi,2021-01-11,10,Inactive
EMP0437,Employee_437,Finance,159843,Chennai,2020-09-23,4,Active
EMP0438,Employee_438,Marketing,126170,Chennai,2015-06-20,15,Inactive
EMP0439,Employee_439,Finance,94888,Bangalore,2015-05-13,15,On Leave
EMP0440,Employee_440,Marketing,52802,Hyderabad,2016-04-25,8,Inactive
EMP0441,Employee_441,Operations,121915,Kolkata,2022-12-21,20,
EMP0442,Employee_442,Sales,84164,Kolkata,2017-04-27,2,On Leave
EMP0443,Employee_443,HR,171234,Delhi,2018-08-18,10,On Leave
EMP0444,Employee_444,HR,164850,Pune,2016-01-26,5,
EMP0445,Employee_445,Engineering,63262,Pune,2016-06-27,8,Inactive
EMP0446,Employee_446,Operations,94894,Kolkata,2022-08-01,13,
EMP0447,Employee_447,Sales,100442,Pune,2019-08-24,13,
EMP0448,Employee_448,Engineering,54404,Hyderabad,2020-10-12,9,On Leave
EMP0449,Employee_449,Finance,115796,Chennai,2015-01-11,3,
EMP0450,Employee_450,Operations,123905,Kolkata,2015-09-17,18,
EMP0451,Employee_451,Sales,85535,Hyderabad,2018-01-04,11,On Leave
EMP0452,Employee_452,Marketing,64234,Chennai,2020-06-10,11,Active
EMP0453,Employee_453,Engineering,150476,Mumbai,2016-05-23,6,
EMP0454,Employee_454,Finance,,Hyderabad,2017-04-08,5,On Leave
EMP0455,Employee_455,Sales,101832,Mumbai,2022-05-05,12,On Leave
EMP0456,Employee_456,Engineering,73391,Mumbai,2019-06-12,10,Inactive
EMP0457,Employee_457,Finance,54951,Mumbai,2017-05-24,16,Active
EMP0458,Employee_458,Sales,166169,Pune,2019-12-28,1,Active
EMP0459,Employee_459,Operations,61612,Kolkata,2019-09-26,5,
EMP0460,Employee_460,Engineering,53417,Pune,2016-02-24,4,On Leave
EMP0461,Employee_461,Marketing,65947,Hyderabad,2016-06-29,5,Active
EMP0462,Employee_462,HR,73022,Hyderabad,2018-12-09,7,Inactive
EMP0463,Employee_463,Finance,145968,Kolkata,2017-06-08,3,Active
EMP0464,Employee_464,Sales,130671,Bangalore,2019-10-25,11,Inactive
EMP0465,Employee_465,Sales,52085,Delhi,2021-03-16,20,On Leave
EMP0466,Employee_466,Operations,,Kolkata,2022-05-20,10,Inactive
EMP0467,Employee_467,HR,79452,Pune,2019-05-24,10,Active
EMP0468,Employee_468,Sales,59555,Delhi,2020-08-08,20,Active
EMP0469,Employee_469,HR,33163,Bangalore,2018-07-20,5,
EMP0470,Employee_470,HR,173224,Pune,2016-12-08,16,Active
EMP0471,Employee_471,Engineering,33615,Bangalore,2017-06-02,2,Active
EMP0472,Employee_472,Finance,161346,Kolkata,2019-08-29,14,
EMP0473,Employee_473,Engineering,170943,Chennai,2016-09-17,9,Active
EMP0474,Employee_474,Marketing,83267,Kolkata,2016-09-28,18,On Leave
EMP0475,Employee_475,Finance,47331,Bangalore,2022-11-01,14,Inactive
EMP0476,Employee_476,Engineering,143897,Mumbai,2020-02-01,20,Active
EMP0477,Employee_477,Marketing,76044,Mumbai,2015-02-21,5,Active
EMP0478,Employee_478,Sales,120886,Chennai,2020-10-19,9,Inactive
EMP0479,Employee_479,Marketing,100454,Pune,2016-04-28,1,On Leave
EMP0480,Employee_480,Finance,46743,Bangalore,2022-12-27,19,Active
EMP0481,Employee_481,Finance,124404,Mumbai,2020-08-08,19,Inactive
EMP0482,Employee_482,Marketing,56975,Chennai,2022-07-24,4,Inactive
EMP0483,Employee_483,Operations,41544,Kolkata,2015-02-20,8,Active
EMP0484,Employee_484,Finance,69343,Delhi,2015-05-25,18,
EMP0485,Employee_485,Sales,139119,Pune,2018-08-03,9,Active
EMP0486,Employee_486,HR,161607,Pune,2015-08-04,6,Inactive
EMP0487,Employee_487,HR,135100,Mumbai,2020-03-20,10,On Leave
EMP0488,Employee_488,Marketing,149733,Mumbai,2019-02-20,7,On Leave
EMP0489,Employee_489,HR,93591,Hyderabad,2019-02-17,19,
EMP0490,Employee_490,Sales,173277,Kolkata,2017-10-01,5,Active
EMP0491,Employee_491,Finance,,Chennai,2018-11-19,1,On Leave
EMP0492,Employee_492,Engineering,128638,Kolkata,2023-02-26,10,Active
EMP0493,Employee_493,Sales,92434,Hyderabad,2020-07-08,2,Inactive
EMP0494,Employee_494,Operations,41508,Delhi,2020-10-29,14,On Leave
EMP0495,Employee_495,Finance,52256,Chennai,2016-01-27,17,Inactive
EMP0496,Employee_496,Operations,49616,Chennai,2021-05-14,2,
EMP0497,Employee_497,Operations,92068,Bangalore,2017-12-05,11,
EMP0498,Employee_498,Operations,115524,Bangalore,2020-01-29,9,Inactive
EMP0499,Employee_499,Engineering,65680,Kolkata,2021-07-22,4,Inactive
EMP0500,Employee_500,Engineering,152173,Bangalore,2019-07-24,4,On Leave
EMP0501,Employee_501,Sales,151463,Bangalore,2016-05-06,3,Inactive
EMP0502,Employee_502,Operations,40572,Delhi,2018-09-04,5,Active
EMP0503,Employee_503,Operations,123255,Hyderabad,2020-10-04,2,On Leave
EMP0504,Employee_504,Marketing,75578,Mumbai,2019-07-15,15,Inactive
EMP0505,Employee_505,Engineering,66645,Mumbai,2015-02-18,2,Inactive
EMP0506,Employee_506,Sales,135010,Bangalore,2022-09-12,3,On Leave
EMP0507,Employee_507,Engineering,,Mumbai,2017-03-20,15,Inactive
EMP0508,Employee_508,Engineering,116913,Mumbai,2015-06-24,15,Active
EMP0509,Employee_509,Sales,143549,Kolkata,2023-02-15,13,
EMP0510,Employee_510,Engineering,141847,Delhi,2018-12-20,7,Inactive
EMP0511,Employee_511,Marketing,68962,Mumbai,2021-11-20,20,Inactive
EMP0512,Employee_512,Operations,138001,Chennai,2020-05-16,2,Active
EMP0513,Employee_513,Marketing,139899,Delhi,2022-03-17,17,Inactive
EMP0514,Employee_514,Operations,172516,Kolkata,2015-03-21,13,On Leave
EMP0515,Employee_515,Finance,157055,Bangalore,2021-05-05,17,On Leave
EMP0516,Employee_516,Finance,36832,Bangalore,2021-09-11,8,Active
EMP0517,Employee_517,Marketing,153649,Chennai,2019-01-04,19,Inactive
EMP0518,Employee_518,Sales,93216,Bangalore,2020-12-25,2,Inactive
EMP0519,Employee_519,HR,131822,Bangalore,2016-12-12,6,Inactive
EMP0520,Employee_520,HR,124052,Chennai,2015-04-26,12,Inactive
EMP0521,Employee_521,HR,159034,Chennai,2018-06-19,6,
EMP0522,Employee_522,Engineering,90980,Chennai,2017-06-15,1,
EMP0523,Employee_523,Engineering,82812,Kolkata,2016-06-18,11,Inactive
EMP0524,Employee_524,Marketing,68721,Chennai,2022-11-26,5,Active
EMP0525,Employee_525,HR,49013,Bangalore,2022-11-25,13,Active
EMP0526,Employee_526,Marketing,65769,Delhi,2023-03-19,14,
EMP0527,Employee_527,Operations,177318,Pune,2021-11-18,12,Inactive
EMP0528,Employee_528,Operations,75967,Hyderabad,2018-06-10,10,Inactive
EMP0529,Employee_529,Sales,132655,Kolkata,2021-05-13,2,Inactive
EMP0530,Employee_530,HR,87906,Pune,2021-05-05,4,
EMP0531,Employee_531,Sales,50396,Delhi,2018-11-21,11,Inactive
EMP0532,Employee_532,Operations,53258,Kolkata,2022-12-13,11,
EMP0533,Employee_533,Engineering,95415,Pune,2015-10-05,12,On Leave
EMP0534,Employee_534,Engineering,42621,Hyderabad,2019-11-30,14,Inactive
EMP0535,Employee_535,Finance,129277,Bangalore,2021-02-14,13,Active
EMP0536,Employee_536,Finance,89135,Delhi,2020-01-23,3,Active
EMP0537,Employee_537,Marketing,,Bangalore,2016-03-04,3,On Leave
EMP0538,Employee_538,Sales,72180,Pune,2015-11-04,18,Active
EMP0539,Employee_539,Marketing,156546,Pune,2015-05-07,14,Inactive
EMP0540,Employee_540,HR,71183,Mumbai,2016-02-19,11,Inactive
EMP0541,Employee_541,Sales,175257,Pune,2023-03-09,18,On Leave
EMP0542,Employee_542,Operations,92271,Mumbai,2015-07-23,13,
EMP0543,Employee_543,Sales,31000,Hyderabad,2015-12-25,10,
EMP0544,Employee_544,Sales,84251,Delhi,2022-02-27,10,Active
EMP0545,Employee_545,Finance,110832,Kolkata,2019-06-17,16,
EMP0546,Employee_546,Operations,172639,Hyderabad,2017-01-27,12,
EMP0547,Employee_547,Marketing,41696,Bangalore,2019-12-07,15,On Leave
EMP0548,Employee_548,Sales,177913,Mumbai,2016-09-11,4,Active
EMP0549,Employee_549,Operations,171937,Hyderabad,2021-08-12,8,Active
EMP0550,Employee_550,Finance,139741,Chennai,2022-09-15,16,Inactive
EMP0551,Employee_551,Finance,133495,Kolkata,2023-01-04,2,Inactive
EMP0552,Employee_552,Engineering,147713,Delhi,2016-11-15,7,Inactive
EMP0553,Employee_553,Sales,,Mumbai,2022-08-30,14,Inactive
EMP0554,Employee_554,Operations,97603,Bangalore,2023-02-26,3,Active
EMP0555,Employee_555,Finance,174717,Bangalore,2018-02-05,17,
EMP0556,Employee_556,Engineering,166986,Kolkata,2019-09-15,4,
EMP0557,Employee_557,Sales,56267,Mumbai,2021-04-23,4,On Leave
EMP0558,Employee_558,HR,137712,Bangalore,2019-04-18,16,
EMP0559,Employee_559,Engineering,135637,Delhi,2021-12-07,20,
EMP0560,Employee_560,Engineering,116899,Pune,2017-08-31,2,
EMP0561,Employee_561,Marketing,35303,Bangalore,2018-05-26,10,On Leave
EMP0562,Employee_562,Finance,55747,Kolkata,2017-07-22,5,On Leave
EMP0563,Employee_563,Operations,114113,Bangalore,2023-03-05,14,Active
EMP0564,Employee_564,Sales,136737,Pune,2020-06-07,17,On Leave
EMP0565,Employee_565,Engineering,71673,Mumbai,2018-06-28,17,
EMP0566,Employee_566,Sales,167438,Chennai,2015-04-29,6,Inactive
EMP0567,Employee_567,Sales,95402,Mumbai,2020-02-13,2,On Leave
EMP0568,Employee_568,Operations,126561,Kolkata,2020-03-16,17,
EMP0569,Employee_569,Operations,38011,Delhi,2019-03-06,16,
EMP0570,Employee_570,Sales,154408,Chennai,2021-03-08,12,On Leave
EMP0571,Employee_571,Sales,97806,Pune,2022-09-22,3,On Leave
EMP0572,Employee_572,Engineering,72705,Kolkata,2021-06-01,7,Inactive
EMP0573,Employee_573,Operations,84193,Bangalore,2022-04-22,14,Active
EMP0574,Employee_574,Operations,,Delhi,2022-04-05,6,Active
EMP0575,Employee_575,Sales,110074,Pune,2022-12-15,9,
EMP0576,Employee_576,Finance,150323,Bangalore,2017-06-12,15,On Leave
EMP0577,Employee_577,Operations,134111,Chennai,2016-02-24,1,On Leave
EMP0578,Employee_578,HR,104102,Bangalore,2022-09-04,4,
EMP0579,Employee_579,Engineering,102478,Pune,2018-08-24,9,On Leave
EMP0580,Employee_580,Operations,108326,Delhi,2016-09-06,17,Inactive
EMP0581,Employee_581,Engineering,135931,Pune,2018-08-02,5,Active
EMP0582,Employee_582,Operations,107490,Bangalore,2019-09-11,13,
EMP0583,Employee_583,Operations,,Pune,2021-06-01,7,On Leave
EMP0584,Employee_584,Operations,170151,Pune,2020-05-02,12,On Leave
EMP0585,Employee_585,Sales,176341,Delhi,2018-04-18,4,
EMP0586,Employee_586,Sales,176546,Kolkata,2017-01-19,11,Active
EMP0587,Employee_587,Sales,110500,Hyderabad,2018-09-19,12,On Leave
EMP0588,Employee_588,HR,60875,Hyderabad,2015-08-08,19,Active
EMP0589,Employee_589,Finance,161197,Mumbai,2022-08-20,13,On Leave
EMP0590,Employee_590,Finance,69525,Delhi,2017-03-31,11,
EMP0591,Employee_591,HR,149949,Delhi,2018-07-19,6,Active
EMP0592,Employee_592,Finance,76353,Bangalore,2022-02-11,2,Active
EMP0593,Employee_593,Finance,74198,Chennai,2016-10-10,16,Active
EMP0594,Employee_594,Sales,142567,Hyderabad,2019-10-24,16,
EMP0595,Employee_595,Engineering,,Delhi,2023-03-12,12,Active
EMP0596,Employee_596,Marketing,169207,Delhi,2015-03-15,1,Inactive
EMP0597,Employee_597,Sales,120269,Bangalore,2016-06-12,4,
EMP0598,Employee_598,HR,73783,Mumbai,2015-07-07,10,On Leave
EMP0599,Employee_599,Finance,167394,Bangalore,2019-11-12,5,On Leave
EMP0600,Employee_600,Finance,79394,Delhi,2019-07-11,1,Inactive
EMP0601,Employee_601,Sales,64394,Delhi,2015-03-31,19,Inactive
EMP0602,Employee_602,Engineering,39794,Hyderabad,2022-03-07,9,Active
EMP0603,Employee_603,HR,58341,Pune,2015-03-22,2,Active
EMP0604,Employee_604,Finance,62399,Chennai,2017-11-01,16,Inactive
EMP0605,Employee_605,Sales,32439,Bangalore,2019-09-20,4,On Leave
EMP0606,Employee_606,HR,65956,Hyderabad,2016-03-05,17,Active
EMP0607,Employee_607,Marketing,57856,Hyderabad,2017-03-24,20,Inactive
EMP0608,Employee_608,Marketing,82867,Bangalore,2022-11-21,14,On Leave
EMP0609,Employee_609,Sales,,Hyderabad,2017-04-30,16,On Leave
EMP0610,Employee_610,Sales,,Pune,2015-12-31,4,
EMP0611,Employee_611,Sales,164140,Mumbai,2023-02-11,4,On Leave
EMP0612,Employee_612,Operations,107600,Bangalore,2020-03-16,2,Active
EMP0613,Employee_613,Sales,106170,Bangalore,2022-08-04,11,
EMP0614,Employee_614,Operations,42029,Mumbai,2016-07-20,6,On Leave
EMP0615,Employee_615,Marketing,100335,Pune,2016-01-16,12,On Leave
EMP0616,Employee_616,Sales,134923,Hyderabad,2018-01-18,13,
EMP0617,Employee_617,Finance,73720,Mumbai,2016-06-26,2,Inactive
EMP0618,Employee_618,Engineering,156530,Kolkata,2021-05-19,15,Inactive
EMP0619,Employee_619,HR,124004,Chennai,2015-04-29,5,
EMP0620,Employee_620,Finance,137815,Hyderabad,2015-07-08,3,On Leave
EMP0621,Employee_621,Operations,167577,Kolkata,2021-06-19,19,Inactive
EMP0622,Employee_622,Operations,166078,Chennai,2022-09-20,20,Active
EMP0623,Employee_623,Finance,95162,Hyderabad,2018-11-17,13,Inactive
EMP0624,Employee_624,HR,44304,Mumbai,2022-03-20,6,
EMP0625,Employee_625,Finance,49625,Kolkata,2020-07-06,11,Inactive
EMP0626,Employee_626,Marketing,43199,Chennai,2017-07-01,18,
EMP0627,Employee_627,Finance,50664,Hyderabad,2019-12-25,19,
EMP0628,Employee_628,Engineering,147196,Bangalore,2016-05-01,16,Active
EMP0629,Employee_629,Engineering,39393,Chennai,2021-02-27,1,Active
EMP0630,Employee_630,HR,109848,Chennai,2021-04-22,7,
EMP0631,Employee_631,Marketing,44227,Kolkata,2017-07-02,15,On Leave
EMP0632,Employee_632,HR,154029,Pune,2022-05-15,12,
EMP0633,Employee_633,Engineering,88129,Mumbai,2018-10-30,12,On Leave
EMP0634,Employee_634,HR,57871,Mumbai,2016-11-03,16,Inactive
EMP0635,Employee_635,Operations,137272,Mumbai,2017-11-07,20,Inactive
EMP0636,Employee_636,Sales,132995,Delhi,2020-02-16,7,On Leave
EMP0637,Employee_637,Engineering,42189,Pune,2022-07-16,19,Active
EMP0638,Employee_638,Finance,162172,Delhi,2020-08-05,1,Active
EMP0639,Employee_639,HR,156597,Chennai,2016-12-26,19,Inactive
EMP0640,Employee_640,Operations,57146,Hyderabad,2022-05-17,20,On Leave
EMP0641,Employee_641,HR,139750,Chennai,2022-10-07,8,On Leave
EMP0642,Employee_642,Finance,107115,Hyderabad,2016-06-30,5,
EMP0643,Employee_643,HR,164294,Bangalore,2022-11-13,18,On Leave
EMP0644,Employee_644,Operations,175118,Pune,2017-06-09,7,Inactive
EMP0645,Employee_645,HR,120516,Pune,2016-06-27,6,On Leave
EMP0646,Employee_646,Operations,122337,Chennai,2020-05-21,19,
EMP0647,Employee_647,Operations,169959,Bangalore,2019-09-27,1,Active
EMP0648,Employee_648,Engineering,43910,Pune,2015-08-20,7,On Leave
EMP0649,Employee_649,Sales,95683,Delhi,2015-09-12,10,Inactive
EMP0650,Employee_650,HR,,Kolkata,2020-01-28,4,Inactive
EMP0651,Employee_651,Operations,131944,Delhi,2020-09-23,10,Active
EMP0652,Employee_652,Finance,111960,Chennai,2015-08-09,1,On Leave
EMP0653,Employee_653,Sales,146146,Kolkata,2017-07-12,12,Inactive
EMP0654,Employee_654,Operations,107116,Hyderabad,2016-12-27,3,Inactive
EMP0655,Employee_655,Sales,61287,Hyderabad,2015-06-16,14,On Leave
EMP0656,Employee_656,HR,72186,Chennai,2017-11-10,1,On Leave
EMP0657,Employee_657,Finance,70581,Mumbai,2016-09-21,11,Active
EMP0658,Employee_658,Operations,108945,Hyderabad,2021-06-03,18,On Leave
EMP0659,Employee_659,Engineering,113324,Chennai,2017-06-19,6,Active
EMP0660,Employee_660,HR,172365,Chennai,2019-07-11,3,On Leave
EMP0661,Employee_661,Sales,117001,Bangalore,2019-01-17,10,Inactive
EMP0662,Employee_662,HR,177150,Kolkata,2022-04-13,1,Active
EMP0663,Employee_663,Operations,93005,Pune,2021-11-18,20,Inactive
EMP0664,Employee_664,Engineering,114131,Hyderabad,2016-04-09,13,On Leave
EMP0665,Employee_665,HR,36476,Chennai,2019-03-16,17,
EMP0666,Employee_666,Finance,,Pune,2017-02-27,11,Active
EMP0667,Employee_667,Engineering,171026,Chennai,2015-01-31,3,Inactive
EMP0668,Employee_668,Operations,85882,Kolkata,2022-09-08,14,Active
EMP0669,Employee_669,Sales,144094,Pune,2015-10-23,5,Active
EMP0670,Employee_670,Finance,39931,Mumbai,2015-10-28,2,Inactive
EMP0671,Employee_671,Marketing,89675,Bangalore,2019-07-28,13,
EMP0672,Employee_672,Operations,112943,Mumbai,2019-05-15,4,Active
EMP0673,Employee_673,Operations,46577,Kolkata,2021-07-26,2,Active
EMP0674,Employee_674,Marketing,57822,Bangalore,2022-09-10,10,Active
EMP0675,Employee_675,Marketing,144734,Hyderabad,2019-06-07,1,
EMP0676,Employee_676,Sales,65751,Pune,2019-05-21,18,On Leave
EMP0677,Employee_677,Operations,127813,Mumbai,2021-03-17,18,Inactive
EMP0678,Employee_678,Engineering,,Chennai,2021-09-09,13,Active
EMP0679,Employee_679,Marketing,120138,Delhi,2019-08-18,17,Inactive
EMP0680,Employee_680,Sales,96254,Delhi,2016-04-14,6,Active
EMP0681,Employee_681,HR,174091,Mumbai,2018-04-05,3,On Leave
EMP0682,Employee_682,Engineering,157714,Bangalore,2019-01-02,5,Inactive
EMP0683,Employee_683,Engineering,48299,Delhi,2018-07-25,16,
EMP0684,Employee_684,Marketing,110130,Pune,2021-07-20,5,On Leave
EMP0685,Employee_685,Marketing,74207,Mumbai,2018-07-06,8,Inactive
EMP0686,Employee_686,Operations,144327,Bangalore,2019-01-12,5,On Leave
EMP0687,Employee_687,Finance,124041,Kolkata,2018-06-05,16,Active
EMP0688,Employee_688,Sales,51488,Kolkata,2018-02-23,5,Inactive
EMP0689,Employee_689,Marketing,50044,Pune,2015-11-05,1,Active
EMP0690,Employee_690,HR,85773,Mumbai,2021-03-09,9,
EMP0691,Employee_691,Operations,125897,Hyderabad,2017-07-03,19,On Leave
EMP0692,Employee_692,Sales,163801,Mumbai,2019-06-14,12,Active
EMP0693,Employee_693,Operations,73474,Kolkata,2020-10-06,5,
EMP0694,Employee_694,Sales,178324,Pune,2016-08-21,16,On Leave
EMP0695,Employee_695,Engineering,157832,Delhi,2015-09-15,9,On Leave
EMP0696,Employee_696,Sales,,Delhi,2020-10-22,12,
EMP0697,Employee_697,Finance,42173,Mumbai,2022-04-10,11,Active
EMP0698,Employee_698,Operations,101695,Kolkata,2017-12-14,19,Inactive
EMP0699,Employee_699,Finance,125760,Chennai,2022-04-30,3,On Leave
EMP0700,Employee_700,Finance,88431,Chennai,2019-07-21,12,On Leave
EMP0701,Employee_701,Finance,31729,Chennai,2016-07-23,15,Inactive
EMP0702,Employee_702,Sales,103612,Delhi,2016-09-07,6,Inactive
EMP0703,Employee_703,Marketing,61019,Pune,2017-08-01,14,On Leave
EMP0704,Employee_704,Operations,155518,Hyderabad,2017-05-13,19,Inactive
EMP0705,Employee_705,Operations,35884,Delhi,2015-06-26,5,Inactive
EMP0706,Employee_706,Sales,40273,Chennai,2016-08-24,2,Inactive
EMP0707,Employee_707,Marketing,165434,Hyderabad,2021-09-20,19,Active
EMP0708,Employee_708,Operations,104305,Mumbai,2017-06-06,15,
EMP0709,Employee_709,Finance,137680,Chennai,2016-08-07,19,Inactive
EMP0710,Employee_710,HR,99342,Delhi,2023-02-14,11,
EMP0711,Employee_711,HR,90244,Hyderabad,2019-04-28,5,Active
EMP0712,Employee_712,Engineering,162214,Pune,2019-09-16,5,Active
EMP0713,Employee_713,Sales,40233,Kolkata,2020-12-16,17,Active
EMP0714,Employee_714,Engineering,64164,Chennai,2021-01-17,1,
EMP0715,Employee_715,HR,41387,Pune,2020-12-10,14,Inactive
EMP0716,Employee_716,Finance,129938,Bangalore,2021-08-09,19,Active
EMP0717,Employee_717,Finance,155079,Kolkata,2017-08-10,3,On Leave
EMP0718,Employee_718,HR,137124,Bangalore,2017-02-13,1,Active
EMP0719,Employee_719,HR,166252,Mumbai,2019-03-17,7,On Leave
EMP0720,Employee_720,Finance,70574,Hyderabad,2022-04-22,19,On Leave
EMP0721,Employee_721,Marketing,141034,Chennai,2019-02-06,20,On Leave
EMP0722,Employee_722,Operations,83397,Hyderabad,2021-03-11,18,
EMP0723,Employee_723,Sales,175466,Hyderabad,2017-11-05,10,On Leave
EMP0724,Employee_724,Operations,66193,Kolkata,2022-05-24,4,Inactive
EMP0725,Employee_725,Finance,72413,Mumbai,2017-05-28,17,
EMP0726,Employee_726,Marketing,43645,Delhi,2019-05-13,1,Active
EMP0727,Employee_727,Sales,144131,Mumbai,2015-09-20,9,Inactive
EMP0728,Employee_728,Marketing,39897,Pune,2019-04-24,13,On Leave
EMP0729,Employee_729,Operations,45063,Kolkata,2016-12-18,16,
EMP0730,Employee_730,Engineering,165830,Bangalore,2017-03-08,2,Inactive
EMP0731,Employee_731,HR,39453,Bangalore,2017-09-06,1,Inactive
EMP0732,Employee_732,Engineering,134709,Bangalore,2022-07-05,13,
EMP0733,Employee_733,HR,34028,Pune,2022-11-22,3,Active
EMP0734,Employee_734,HR,176568,Chennai,2018-11-26,12,On Leave
EMP0735,Employee_735,Sales,80993,Hyderabad,2019-07-13,19,Active
EMP0736,Employee_736,Marketing,162707,Mumbai,2021-04-07,3,On Leave
EMP0737,Employee_737,Marketing,164555,Bangalore,2021-01-12,19,On Leave
EMP0738,Employee_738,Operations,128849,Chennai,2020-06-03,8,On Leave
EMP0739,Employee_739,Finance,37169,Hyderabad,2016-04-21,9,Active
EMP0740,Employee_740,Finance,87771,Pune,2022-11-12,8,On Leave
EMP0741,Employee_741,Finance,165398,Chennai,2015-02-09,9,Inactive
EMP0742,Employee_742,Marketing,119651,Mumbai,2021-03-21,6,
EMP0743,Employee_743,Marketing,100536,Delhi,2022-08-30,7,
EMP0744,Employee_744,Operations,93453,Kolkata,2017-12-23,7,Inactive
EMP0745,Employee_745,Sales,123330,Delhi,2016-03-12,4,Active
EMP0746,Employee_746,Operations,159149,Chennai,2015-01-28,18,Active
EMP0747,Employee_747,Finance,112684,Hyderabad,2021-06-11,9,
EMP0748,Employee_748,Sales,163990,Bangalore,2019-06-18,8,Inactive
